wals_code,iso_code,glottocode,Name,latitude,longitude,genus,family,macroarea,"100A Alignment of Verbal Person Marking","101A Expression of Pronominal Subjects","102A Verbal Person Marking","103A Third Person Zero of Verbal Person Marking","104A Order of Person Markers on the Verb","105A Ditransitive Constructions: The Verb ""Give""","106A Reciprocal Constructions","107A Passive Constructions","108A Antipassive Constructions","108B Productivity of the Antipassive Construction","109A Applicative Constructions","109B Other Roles of Applied Objects","10A Vowel Nasalization","10B Nasal Vowels in West Africa","110A Periphrastic Causative Constructions","111A Nonperiphrastic Causative Constructions","112A Negative Morphemes","113A Symmetric and Asymmetric Standard Negation","114A Subtypes of Asymmetric Standard Negation","115A Negative Indefinite Pronouns and Predicate Negation","116A Polar Questions","117A Predicative Possession","118A Predicative Adjectives","119A Nominal and Locational Predication","11A Front Rounded Vowels","120A Zero Copula for Predicate Nominals","121A Comparative Constructions","122A Relativization on Subjects","123A Relativization on Obliques","124A ""Want"" Complement Subjects","125A Purpose Clauses","126A ""When"" Clauses","127A Reason Clauses","128A Utterance Complement Clauses","129A Hand and Arm","12A Syllable Structure","130A Finger and Hand","130B Cultural Categories of Languages with Identity of ""Finger"" and ""Hand""","131A Numeral Bases","132A Number of Non-Derived Basic Colour Categories","133A Number of Basic Colour Categories","134A Green and Blue","135A Red and Yellow","136A M-T Pronouns","136B M in First Person Singular","137A N-M Pronouns","137B M in Second Person Singular","138A Tea","139A Irregular Negatives in Sign Languages","13A Tone","140A Question Particles in Sign Languages","141A Writing Systems","142A Para-Linguistic Usages of Clicks","143A Order of Negative Morpheme and Verb","143B Obligatory Double Negation","143C Optional Double Negation","143D Optional Triple Negation","143E Preverbal Negative Morphemes","143F Postverbal Negative Morphemes","143G Minor morphological means of signaling negation","144A Position of Negative Word With Respect to Subject, Object, and Verb","144B Position of negative words relative to beginning and end of clause and with respect to adjacency to verb","144C Languages with different word order in negative clauses","144D The Position of Negative Morphemes in SVO Languages","144E Multiple Negative Constructions in SVO Languages","144F Obligatory Double Negation in SVO languages","144G Optional Double Negation in SVO languages","144H NegSVO Order","144I SNegVO Order","144J SVNegO Order","144K SVONeg Order","144L The Position of Negative Morphemes in SOV Languages","144M Multiple Negative Constructions in SOV Languages","144N Obligatory Double Negation in SOV languages","144O Optional Double Negation in SOV languages","144P NegSOV Order","144Q SNegOV Order","144R SONegV Order","144S SOVNeg Order","144T The Position of Negative Morphemes in Verb-Initial Languages","144U Double negation in verb-initial languages","144V Verb-Initial with Preverbal Negative","144W Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object","144X Verb-Initial with Clause-Final Negative","144Y The Position of Negative Morphemes in Object-Initial Languages","14A Fixed Stress Locations","15A Weight-Sensitive Stress","16A Weight Factors in Weight-Sensitive Stress Systems","17A Rhythm Types","18A Absence of Common Consonants","19A Presence of Uncommon Consonants","1A Consonant Inventories","20A Fusion of Selected Inflectional Formatives","21A Exponence of Selected Inflectional Formatives","21B Exponence of Tense-Aspect-Mood Inflection","22A Inflectional Synthesis of the Verb","23A Locus of Marking in the Clause","24A Locus of Marking in Possessive Noun Phrases","25A Locus of Marking: Whole-language Typology","25B Zero Marking of A and P Arguments","26A Prefixing vs. Suffixing in Inflectional Morphology","27A Reduplication","28A Case Syncretism","29A Syncretism in Verbal Person/Number Marking","2A Vowel Quality Inventories","30A Number of Genders","31A Sex-based and Non-sex-based Gender Systems","32A Systems of Gender Assignment","33A Coding of Nominal Plurality","34A Occurrence of Nominal Plurality","35A Plurality in Independent Personal Pronouns","36A The Associative Plural","37A Definite Articles","38A Indefinite Articles","39A Inclusive/Exclusive Distinction in Independent Pronouns","39B Inclusive/Exclusive Forms in Pama-Nyungan","3A Consonant-Vowel Ratio","40A Inclusive/Exclusive Distinction in Verbal Inflection","41A Distance Contrasts in Demonstratives","42A Pronominal and Adnominal Demonstratives","43A Third Person Pronouns and Demonstratives","44A Gender Distinctions in Independent Personal Pronouns","45A Politeness Distinctions in Pronouns","46A Indefinite Pronouns","47A Intensifiers and Reflexive Pronouns","48A Person Marking on Adpositions","49A Number of Cases","4A Voicing in Plosives and Fricatives","50A Asymmetrical Case-Marking","51A Position of Case Affixes","52A Comitatives and Instrumentals","53A Ordinal Numerals","54A Distributive Numerals","55A Numeral Classifiers","56A Conjunctions and Universal Quantifiers","57A Position of Pronominal Possessive Affixes","58A Obligatory Possessive Inflection","58B Number of Possessive Nouns","59A Possessive Classification","5A Voicing and Gaps in Plosive Systems","60A Genitives, Adjectives and Relative Clauses","61A Adjectives without Nouns","62A Action Nominal Constructions","63A Noun Phrase Conjunction","64A Nominal and Verbal Conjunction","65A Perfective/Imperfective Aspect","66A The Past Tense","67A The Future Tense","68A The Perfect","69A Position of Tense-Aspect Affixes","6A Uvular Consonants","70A The Morphological Imperative","71A The Prohibitive","72A Imperative-Hortative Systems","73A The Optative","74A Situational Possibility","75A Epistemic Possibility","76A Overlap between Situational and Epistemic Modal Marking","77A Semantic Distinctions of Evidentiality","78A Coding of Evidentiality","79A Suppletion According to Tense and Aspect","79B Suppletion in Imperatives and Hortatives","7A Glottalized Consonants","80A Verbal Number and Suppletion","81A Order of Subject, Object and Verb","81B Languages with two Dominant Orders of Subject, Object, and Verb","82A Order of Subject and Verb","83A Order of Object and Verb","84A Order of Object, Oblique, and Verb","85A Order of Adposition and Noun Phrase","86A Order of Genitive and Noun","87A Order of Adjective and Noun","88A Order of Demonstrative and Noun","89A Order of Numeral and Noun","8A Lateral Consonants","90A Order of Relative Clause and Noun","90B Prenominal relative clauses","90C Postnominal relative clauses","90D Internally-headed relative clauses","90E Correlative relative clauses","90F Adjoined relative clauses","90G Double-headed relative clauses","91A Order of Degree Word and Adjective","92A Position of Polar Question Particles","93A Position of Interrogative Phrases in Content Questions","94A Order of Adverbial Subordinator and Clause","95A Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase","96A Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun","97A Relationship between the Order of Object and Verb and the Order of Adjective and Noun","98A Alignment of Case Marking of Full Noun Phrases","99A Alignment of Case Marking of Pronouns","9A The Velar Nasal"
hix,hix,hixk1239,Hixkaryana,-1.0,-59.0,Cariban,Cariban,,"6 Split","2 Subject affixes on verb","5 Both the A and P arguments","2 No zero realization","2 A precedes P","1 Indirect-object construction","3 Mixed","1 Present","3 No antipassive","4 no antipassive","8 No applicative construction","5 No applicative construction","2 Contrast absent",,,"2 Morphological but no compound","1 Negative affix","2 Asymmetric","1 A/Fin",,"6 Interrogative intonation only","4 Conjunctional","2 Nonverbal encoding","2 Identical","1 None","2 Possible","3 Conjoined","4 Gap","2 Non-reduction","1 Subject is left implicit","3 Deranked","3 Deranked","3 Deranked","1 Balanced",,"2 Moderately complex",,,"6 Restricted",,,,,"1 No M-T pronouns","1 No m in first person singular","1 No N-M pronouns","2 m in second person singular",,,"1 No tones",,,,"4 [V-Neg]",,,,"4 None","2 [V-Neg]","4 None","20 MorphNeg",,,,,,,,,,,,,,,,,,,,,,,,"4 O[V-Neg]S","1 No fixed stress","7 Not predictable","4 Long vowel or coda consonant","2 Iambic","1 All present","1 None","2 Moderately small","1 Exclusively concatenative","5 No case","1 monoexponential TAM","3 4-5 categories per word","1 Head marking","1 Head marking","1 Head-marking","2 Non-zero marking","4 Equal prefixing and suffixing","3 No productive reduplication","1 No case marking","2 Syncretic","2 Average (5-6)","2 Two","3 Non-sex-based","2 Semantic","7 Plural word","2 Only human nouns, optional","4 Person-number stem","1 Associative same as additive plural","5 No definite or indefinite article","5 No definite or indefinite article","5 Inclusive/exclusive",,"3 Average","5 Inclusive/exclusive","3 Three-way contrast","1 Identical","2 Related for all demonstratives","2 3rd person only, but also non-singular","1 No politeness distinction",,"2 Differentiated","3 Pronouns only","1 No morphological case-marking","2 In plosives alone","1 No case-marking","9 No case affixes or adpositional clitics","2 Differentiation","1 None","1 No distributive numerals","1 Absent","1 Formally different","1 Possessive prefixes","1 Exists","1 None reported","1 No possessive classification","4 Missing /g/",,,"3 Ergative-Possessive","1 'And' different from 'with'","3 Both expressed by juxtaposition","1 Grammatical marking","2 Present, 2-3 remoteness distinctions","2 No inflectional future","4 No perfect","2 Tense-aspect suffixes","1 None","1 Second singular and second plural","1 Normal imperative + normal negative","1 Maximal system","2 Inflectional optative absent",,"3 Other",,"3 Direct and indirect","2 Verbal affix or clitic","1 Tense","5 None (= no suppletive imperatives reported in the reference material)","1 No glottalized consonants","1 None","5 OVS",,"2 VS","1 OV","5 OVX","1 Postpositions","1 Genitive-Noun","2 Noun-Adjective",,"1 Numeral-Noun","3 Laterals, but no /l/, no obstruent laterals","1 Noun-Relative clause",,"1 Noun-Relative clause (NRel) dominant",,,,,"2 Adjective-Degree word","6 No question particle","1 Initial interrogative phrase","2 Final subordinator word","1 OV and Postpositions","2 OV and NRel","2 OV and NAdj","1 Neutral","1 Neutral","3 No velar nasal"
hks,,hong1241,"Hong Kong Sign Language",22.5,114.0,"Sign Languages",other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 Many (more than 5)",,"3 More than one",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hlb,hlb,halb1244,Halbi,21.0,81.0,Indic,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 5","2 4.5-5.5","2 Green/blue","1 Red vs. yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hli,hur,halk1245,"Halkomelem (Island)",49.2,-123.0,"Central Salish",Salishan,,,,,,,"3 Secondary-object construction",,,"2 Oblique patient",,"3 Benefactive and other; both bases",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hln,hal,hala1252,Halang,14.5,107.5,Bahnaric,Austro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Ultimate","8 Fixed stress (no weight-sensitivity)","1 No weight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hlp,yuf,hava1248,Hualapai,35.5,-113.75,Yuman,Hokan,,,,,,,,,,,,,,,,,,"3 Negative auxiliary verb",,,,,,,,,,,,,,,,"3 Deranked",,,,,,"1 Decimal",,,,,,,,,,,,,,,"15 OptDoubleNeg",,"2 (Neg)VNeg",,"1 NegV","1 VNeg","4 None","19 OptDoubleNeg","4 Immed postverbal",,,,,,,,,,"17 OptDoubleNeg",,,"13 (Neg)SOVNeg/S(Neg)OVNeg/SO(Neg)VNeg","3 OnlyWithAnotherNeg","3 OnlyWithAnotherNeg","5 Word&OnlyWithAnotherNeg","3 Word&OptDoubleNeg",,,,,,,,,,,,,,,,,,,,,,"3 Weakly suffixing","1 Productive full and partial reduplication",,,,,,,"2 Plural suffix",,,,,,,,,,,,,,,,,,,,,"1 Case suffixes",,,,,,"1 Possessive prefixes",,,,,,,"8 No action nominals",,,,,,,"2 Tense-aspect suffixes",,,,,,,,,"3 Direct and indirect","2 Verbal affix or clitic",,,,,"1 SOV",,"1 SV","1 OV",,"1 Postpositions",,"2 Noun-Adjective","6 Mixed",,,,,,,,,,,,"2 Not initial interrogative phrase","4 Subordinating suffix","1 OV and Postpositions",,"2 OV and NAdj",,,"2 No initial velar nasal"
hlu,hur,halk1245,"Halkomelem (Upriver)",49.25,-121.916666667,"Central Salish",Salishan,,"6 Split","2 Subject affixes on verb","5 Both the A and P arguments","5 Zero in all 3rd person forms","3 P precedes A",,,"1 Present",,"1 productive",,"4 No other roles (= Only benefactive)",,,,,"3 Negative auxiliary verb","2 Asymmetric","4 A/Fin and A/NonReal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 Other or none","1 NegV",,,,"1 NegV","4 None","4 None","9 NegVSO","3 Immed preverbal",,,,,,,,,,,,,,,,,,"1 NegVSO",,"1 Separate word, no double negation  Word&NoDoubleNeg","6 None","4 No clause-final neg",,,,,,,,,,,,,,,,,,"1 Productive full and partial reduplication",,,,,,,,,,,,,,,,,"3 Three-way contrast","2 Different stem",,"2 3rd person only, but also non-singular",,,,"1 No adpositions",,,,,,,,,,"2 Possessive suffixes",,,,,,,,,,,,,,,,"1 Second singular and second plural",,"4 Neither type of system",,,,,"2 Indirect only","4 Separate particle",,,,,"3 VSO",,"2 VS","2 VO",,"2 Prepositions",,"1 Adjective-Noun","1 Demonstrative-Noun","1 Numeral-Noun",,,,,,,,,"1 Degree word-Adjective",,,,"4 VO and Prepositions",,"3 VO and AdjN",,,
hma,hmr,hmar1241,Hmar,24.1666666667,93.0,Kuki-Chin,Sino-Tibetan,,,"4 Subject pronouns in different position",,,,"4 Mixed",,,,,,,,,,,"4 Negative word, unclear if verb or particle",,,,"1 Question particle",,,,,,,,,"1 Subject is left implicit",,,,,,,,,,,,,,,,,,,,,,,,"2 VNeg",,,,"4 None","1 VNeg","4 None","21 Other","4 Immed postverbal",,,,,,,,,,"19 SV&OV&VNeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Little affixation",,,,,,,,"2 Plural suffix","4 All nouns, always optional",,,,,,,,,,,,,,,,,,,,"6 Postpositional clitics",,,,,,,,,,,,,,,,,,,,"5 No tense-aspect inflection",,,,,,,,,,,,,,,,,"1 SV","1 OV",,"1 Postpositions","1 Genitive-Noun","2 Noun-Adjective","5 Demonstrative before and after Noun","2 Noun-Numeral",,,,,,,,,,"2 Final","2 Not initial interrogative phrase",,"1 OV and Postpositions",,"2 OV and NAdj",,,
hmb,hub,huam1247,Huambisa,-4.0,-78.0,Jivaroan,Jivaroan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Different",,"2 Different",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hmd,mww,hmon1333,"Hmong Daw",26.0,105.0,Hmong-Mien,Hmong-Mien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Different",,"2 Different",,,,,,,,,,,,,,,,"2 Affective meanings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 Obligatory",,,,,,,"4 Adjectives and relative clauses collapsed","2 Without marking",,,,,,,,,,"5 No second-person imperatives",,"4 Neither type of system",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hmi,hto,mini1256,"Huitoto (Minica)",-0.333333333333,-74.0,Huitoto,Huitotoan,,,"2 Subject affixes on verb",,,,,,,,,,,,,,"2 Morphological but no compound","1 Negative affix",,,,"6 Interrogative intonation only",,,,,,,,,,,,,,"2 Different",,"2 Different",,,,,,,,,,,,,,,,,"4 [V-Neg]",,,,"4 None","2 [V-Neg]","4 None","20 MorphNeg",,,,,,,,,,,"6 SO[V-Neg]",,,,"4 No NegSOV","4 No SNegOV","8 No SONegV","2 Suffix&NoDoubleNeg",,,,,,,,,,,,,,,,,,,,,,"2 Strongly suffixing",,"4 No syncretism","3 Not syncretic",,,,,"2 Plural suffix",,"5 Person-number stem + pronominal plural affix",,"5 No definite or indefinite article","5 No definite or indefinite article",,,,,,,,,,,,"3 Pronouns only","6 6-7 cases",,"2 Symmetrical","1 Case suffixes",,,,,,,,,,,,,,,,,,,,"2 Tense-aspect suffixes",,"1 Second singular and second plural","2 Normal imperative + special negative",,,"1 Affixes on verbs",,,"1 No grammatical evidentials","1 No grammatical evidentials",,,,,"1 SOV",,"1 SV","1 OV","3 XOV",,,"1 Adjective-Noun","1 Demonstrative-Noun","1 Numeral-Noun",,,,,,,,,"1 Degree word-Adjective","6 No question particle","1 Initial interrogative phrase","2 Final subordinator word",,,"1 OV and AdjN",,,"2 No initial velar nasal"
hmo,,huam1250,"Hmong Njua",28.0,105.0,Hmong-Mien,Hmong-Mien,,"1 Neutral","1 Obligatory pronouns in subject position","1 No person marking","1 No person marking","1 A and P do not or do not both occur on the verb","1 Indirect-object construction","2 Distinct from reflexive","1 Present","3 No antipassive","4 no antipassive","8 No applicative construction","5 No applicative construction",,,"1 Sequential but no purposive","1 Neither","4 Negative word, unclear if verb or particle","1 Symmetric","7 Non-assignable","1 Predicate negation also present","1 Question particle",,,,"1 None",,,"4 Gap",,"1 Subject is left implicit","1 Balanced",,"1 Balanced","1 Balanced",,"2 Moderately complex",,,"1 Decimal",,,,,"1 No M-T pronouns","1 No m in first person singular","1 No N-M pronouns","1 No m in second person singular",,,"3 Complex tone system",,,"2 Affective meanings","1 NegV",,,,"1 NegV","4 None","4 None","2 SNegVO","3 Immed preverbal",,"2 SNegVO",,,,"4 No NegSVO","1 Word&NoDoubleNeg","7 No SVNegO","4 No SVONeg",,,,,,,,,,,,,,,,,,,"1 All present","1 None","5 Large","2 Exclusively isolating","5 No case","1 monoexponential TAM","2 2-3 categories per word","4 No marking","2 Dependent marking","5 Inconsistent or other","1 Zero-marking","1 Little affixation","1 Productive full and partial reduplication","1 No case marking","1 No subject person/number marking","2 Average (5-6)","1 None","1 No gender","1 No gender",,"1 No nominal plural","4 Person-number stem",,,"2 Indefinite word same as 'one'","3 No inclusive/exclusive",,"5 High","1 No person marking","3 Three-way contrast","1 Identical",,"6 No gender distinctions","1 No politeness distinction","1 Interrogative-based","1 Identical","2 No person marking","1 No morphological case-marking","1 No voicing contrast","1 No case-marking","9 No case affixes or adpositional clitics",,,,,,,"2 Absent","1 None reported","1 No possessive classification","1 Other",,,"8 No action nominals",,"1 Identity","2 No grammatical marking","4 No past tense","2 No inflectional future","4 No perfect","5 No tense-aspect inflection","2 Uvular stops only","5 No second-person imperatives","2 Normal imperative + special negative","4 Neither type of system","2 Inflectional optative absent","2 Verbal constructions",,,"1 No grammatical evidentials","1 No grammatical evidentials",,,"1 No glottalized consonants",,"2 SVO",,"1 SV","2 VO",,"2 Prepositions","1 Genitive-Noun","2 Noun-Adjective","2 Noun-Demonstrative","1 Numeral-Noun","2 /l/, no obstruent laterals","1 Noun-Relative clause",,"1 Noun-Relative clause (NRel) dominant",,,,,"2 Adjective-Degree word","4 Other position","2 Not initial interrogative phrase","1 Initial subordinator word","4 VO and Prepositions","4 VO and NRel","4 VO and NAdj","1 Neutral","1 Neutral","2 No initial velar nasal"
hmr,amf,hame1242,Hamer,5.0,36.5,"South Omotic",Afro-Asiatic,,"1 Neutral",,"1 No person marking","1 No person marking","1 A and P do not or do not both occur on the verb",,,"1 Present",,,,,,,,,,,,,,,"3 Mixed","1 Different","1 None","1 Impossible",,,,,,,,,,"2 Moderately complex",,,,,,,,,,,,,,"2 Simple tone system",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 All present","1 None","3 Average",,,,,,,,,,,,,"2 Average (5-6)",,,,,,,,,,,,"4 Moderately high",,,,,"6 No gender distinctions",,,,"1 No adpositions",,"4 In both plosives and fricatives",,,,,,,,,,,,"2 None missing in /p t k b d g/",,,,,,,,,,,"2 Uvular stops only","5 No second-person imperatives","4 Special imperative + special negative",,,,,,,,,,"5 Ejectives and implosives",,,,,,,,,,,,"2 /l/, no obstruent laterals",,,,,,,,,,,,,,,,,
hmu,hux,nupo1240,"Huitoto (Muinane)",-2.41666666667,-71.0,Huitoto,Huitotoan,,"2 Accusative",,"2 Only the A argument","5 Zero in all 3rd person forms","1 A and P do not or do not both occur on the verb",,,"1 Present",,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Different",,"2 Different",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Initial","8 Fixed stress (no weight-sensitivity)","1 No weight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 3rd person only, but also non-singular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hna,hna,mina1276,Mina,10.3333333333,13.8333333333,Biu-Mandara,Afro-Asiatic,,,,,,,,,,,,,,,,,,"2 Negative particle",,,,"1 Question particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 VNeg",,,,"4 None","1 VNeg","4 None","4 SVONeg","6 End, not immed postverbal",,"4 SVONeg",,,,"4 No NegSVO","8 No SNegVO","7 No SVNegO","1 NoDoubleNeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8 Plural clitic",,,,,,,,,,,,,,,,,,,,,"9 No case affixes or adpositional clitics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 SVO",,"1 SV","2 VO","1 VOX","2 Prepositions","2 Noun-Genitive","2 Noun-Adjective","2 Noun-Demonstrative","2 Noun-Numeral",,"1 Noun-Relative clause",,"1 Noun-Relative clause (NRel) dominant",,,,"4 Double-headed as nondominant type",,"2 Final","2 Not initial interrogative phrase","1 Initial subordinator word","4 VO and Prepositions","4 VO and NRel","4 VO and NAdj",,,
hnd,hke,hund1239,Hunde,-1.16666666667,28.8333333333,Bantoid,Niger-Congo,,,"2 Subject affixes on verb",,,,,,,,,,,,,,,"1 Negative affix",,,,"1 Question particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 [Neg-V]",,,,"2 [Neg-V]","4 None","4 None","20 MorphNeg",,,"5 S[Neg-V]O",,,,"4 No NegSVO","2 Prefix&NoDoubleNeg","7 No SVNegO","4 No SVONeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6 Strong prefixing",,,,,,,,"1 Plural prefix",,,,"3 Definite affix","4 No indefinite, but definite article",,,,,,,,,,,,,,,,"2 Case prefixes",,,,,,"3 Prefixes and suffixes",,,,,,,,,,,,,,"1 Tense-aspect prefixes",,,,,,,,,,,,,,,"2 SVO",,"1 SV","2 VO",,,"2 Noun-Genitive","2 Noun-Adjective","2 Noun-Demonstrative","2 Noun-Numeral",,"1 Noun-Relative clause",,"1 Noun-Relative clause (NRel) dominant",,,,,"2 Adjective-Degree word","5 In either of two positions",,"1 Initial subordinator word",,"4 VO and NRel","4 VO and NAdj",,,
hnk,gin,hinu1240,Hinuq,42.1666666667,46.0,Avar-Andic-Tsezic,Nakh-Daghestanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 No velar nasal"
hnn,hnn,hanu1241,"Hanunóo",12.3333333333,121.25,"Greater Central Philippine",Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6 Penultimate","8 Fixed stress (no weight-sensitivity)","6 Lexical stress","4 Undetermined",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 Marked by prefix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hno,hdn,nort2938,"Haida (Northern)",54.0,-132.5,Haida,Haida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 No fixed stress","5 Unbounded: Stress can be anywhere","5 Prominence","2 Iambic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ho,hoc,hooo1248,Ho,22.0,86.0,Munda,Austro-Asiatic,,,,,,,,,,,,,,,,,,,,,,"1 Question particle",,,,,,,,,,"3 Deranked","3 Deranked","2 Balanced/deranked","1 Balanced",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Strongly suffixing",,,,,,,,"2 Plural suffix",,,,,,,,,,,,,,,,,,,,,"1 Case suffixes","2 Differentiation",,,,,,,,,,,,,,,,,,,"2 Tense-aspect suffixes",,,,,,,,,,,,,,,,,,"1 OV",,"1 Postpositions","1 Genitive-Noun","1 Adjective-Noun",,,,"2 Relative clause-Noun","1 Relative clause-Noun (RelN) dominant",,,,,,,"2 Final",,"2 Final subordinator word","1 OV and Postpositions","1 OV and RelN","1 OV and AdjN",,,
hoa,hoa,hoav1238,Hoava,-8.08333333333,157.5,Oceanic,Austronesian,,,,,,,"4 Mixed",,,,,,,,,,,,,,,"6 Interrogative intonation only",,,,,,,,,"1 Subject is left implicit",,,,,,,,,,,,,,,,,,,,,,,,"1 NegV",,,,"1 NegV","4 None","4 None","9 NegVSO","3 Immed preverbal",,,,,,,,,,,,,,,,,,"1 NegVSO",,"1 Separate word, no double negation  Word&NoDoubleNeg","6 None","4 No clause-final neg",,,,,,,,,,,,,,,,,"1 Little affixation",,,,,,,,"7 Plural word","6 All nouns, always obligatory",,,,"2 Indefinite word same as 'one'",,,,,,,,,,,,,,,,"9 No case affixes or adpositional clitics",,,,,,"2 Possessive suffixes",,,,,,,,,"2 Differentiation",,,,,,,,,,,,,,,,,,,,"3 VSO",,"2 VS","2 VO",,"2 Prepositions","2 Noun-Genitive","2 Noun-Adjective","2 Noun-Demonstrative","1 Numeral-Noun",,"1 Noun-Relative clause",,"1 Noun-Relative clause (NRel) dominant",,,,,"2 Adjective-Degree word","6 No question particle","2 Not initial interrogative phrase","1 Initial subordinator word","4 VO and Prepositions","4 VO and NRel","4 VO and NAdj",,,
hok,nan,minn1241,"Min (Southern)",25.0,118.0,Chinese,Sino-Tibetan,,,,,,,,,,,,,,,,,,,,,,,,,,"1 None",,,,,,,,,,,"2 Moderately complex",,,,,,,,,,,,"2 Words derived from Min Nan Chinese te",,"3 Complex tone system",,,"2 Affective meanings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 All present","1 None","3 Average",,,,,,,,,,,,,"2 Average (5-6)",,,,,,,,,,,,"3 Average",,,,,,,,,,,"1 No voicing contrast",,,,,"1 No distributive numerals","2 Optional",,,,,,"2 None missing in /p t k b d g/","1 Weakly differentiated","6 Marked by following word",,,,,,,,,"1 None",,,,,,,,,,,,"1 No glottalized consonants",,,,,,,,,,,,"1 No laterals",,,,,,,,,,,,,,,,,
